Wheel Speed,RPM,Gear,Angle,Throttle,Braking,Clutch,Temp,X,Y
3.527035,0.4084054,1,0,1,0,0.5159789,37.43187,-1650.913,3066.649
3.792755,0.4338444,1,0,1,0,0.5667553,37.56394,-1650.996,3066.7
4.02107,0.4490958,1,0,1,0,0.5971973,37.64267,-1651.048,3066.732
4.240871,0.467351,1,0,1,0,0.6336349,37.73659,-1651.113,3066.772
4.429796,0.4799712,1,0,1,0,0.6588249,37.80125,-1651.16,3066.8
4.569266,0.4961829,1,0,1,0,0.6925919,37.88768,-1651.224,3066.84
4.789647,0.4835318,1,0,1,0,0.7233095,37.966,-1651.285,3066.877
4.881837,0.4710048,1,0,1,0,0.7483135,38.02952,-1651.336,3066.908
5.047213,0.4552065,1,0,1,0,0.7798471,38.10939,-1651.403,3066.949
5.182345,0.4397758,1,0,1,0,0.8112075,38.18854,-1651.471,3066.99
5.353165,0.4262153,1,0,1,0,0.8432677,38.26915,-1651.543,3067.034
5.523258,0.4134884,1,0,1,0,0.8269767,38.34856,-1651.616,3067.079
5.697526,0.4296343,1,0,1,0,0.8592041,38.42899,-1651.692,3067.126
5.870173,0.42136,1,0,1,0,0.84272,38.5069,-1651.768,3067.173
6.042223,0.4373451,1,0,1,0,0.8746265,38.58593,-1651.848,3067.221
6.212027,0.4295152,1,0,1,0,0.8590304,38.66349,-1651.929,3067.271
6.38377,0.44598,1,0,1,0,0.8918943,38.7443,-1652.015,3067.324
6.608243,0.4375542,1,0,1,0,0.8751084,38.82164,-1652.1,3067.376
6.824823,0.4217699,1,0,0,0,0.8435398,38.89853,-1652.184,3067.427
6.587502,0.4059168,1,0,0,0,0.8118337,38.9757,-1652.268,3067.479
6.343919,0.3896455,1,0,0,0,0.7792909,39.05482,-1652.355,3067.531
6.263193,0.3737192,1,0,0,0,0.7474383,39.13221,-1652.439,3067.583
6.213894,0.3579215,1,0,0,0,0.715843,39.20889,-1652.522,3067.633
6.176337,0.3415781,1,0,0,0,0.6831562,39.28816,-1652.607,3067.685
6.143399,0.3258446,1,0,0,0,0.6516892,39.3644,-1652.689,3067.734
6.10632,0.3096023,1,0,0,0,0.6192045,39.44304,-1652.774,3067.785
6.070493,0.2937457,1,0,0,0,0.5874914,39.51974,-1652.855,3067.835
6.034841,0.2776383,1,0,0,0,0.5552765,39.59758,-1652.938,3067.885
6.001532,0.2617728,1,0,0,0,0.5235456,39.67419,-1653.019,3067.934
5.969903,0.2456645,1,0,0,0,0.4913291,39.75191,-1653.101,3067.984
5.941459,0.2296767,1,0,0,0,0.4593534,39.82898,-1653.182,3068.033
5.912488,0.2135619,1,0,0,0,0.4271237,39.90659,-1653.262,3068.083
5.88426,0.2,1,0,0,0,0.4,39.98309,-1653.342,3068.131
5.85607,0.2,1,0,0,0,0.4,40.14401,-1653.508,3068.232
5.79635,0.2121823,1,0,1,0,0.424316,40.20247,-1653.569,3068.269
5.833416,0.2272462,1,0,1,0,0.4543836,40.27464,-1653.645,3068.314
5.907592,0.2431791,1,0,1,0,0.4861858,40.35082,-1653.726,3068.364
5.9918,0.2594592,1,0,1,0,0.518681,40.42847,-1653.81,3068.414
6.08664,0.2755438,1,0,1,0,0.550786,40.50498,-1653.894,3068.465
6.189804,0.2913999,1,0,1,0,0.582435,40.5802,-1653.978,3068.516
6.29796,0.3075259,1,0,1,0,0.6146226,40.65649,-1654.065,3068.569
6.420323,0.3235418,1,0,1,0,0.6465904,40.73202,-1654.153,3068.622
6.548492,0.3394505,1,0,1,0,0.6783444,40.80682,-1654.242,3068.676
6.785676,0.3552944,1,0,1,0,0.709969,40.88107,-1654.332,3068.73
7.028472,0.3715132,1,0,1,0,0.7423418,40.95684,-1654.426,3068.787
7.20625,0.3874234,1,0,1,0,0.7740986,41.03091,-1654.521,3068.844
7.349473,0.4035121,1,0,1,0,0.8062118,41.10554,-1654.618,3068.902
7.494851,0.4194127,1,0,1,0,0.8379496,41.17903,-1654.715,3068.96
7.649333,0.4352019,1,0,1,0,0.8694651,41.25174,-1654.814,3069.02
7.797381,0.4514357,1,0,1,0,0.9018679,41.32623,-1654.918,3069.082
7.952337,0.4674396,1,0,1,0,0.9338117,41.39939,-1655.023,3069.145
8.117684,0.4833431,1,-4.752869,1,0,0.9655553,41.47182,-1655.128,3069.208
8.283371,0.4939972,1,-8.813119,1,0,0.9879944,41.54356,-1655.234,3069.274
8.433621,0.5011047,1,-12.31689,0,0,1,41.61526,-1655.34,3069.34
8.189057,0.4921953,1,-15.43153,0,0,0.9843906,41.68906,-1655.447,3069.409
8.009122,0.481712,1,-18.06413,0,0,0.9634241,41.76162,-1655.551,3069.478
7.943095,0.4730477,1,-20.30747,0,0,0.9460955,41.83338,-1655.652,3069.547
7.909655,0.4602459,1,-22.25604,0,0,0.9204918,41.9056,-1655.753,3069.617
7.88897,0.4443544,1,-23.93154,0,0,0.8887087,41.97765,-1655.852,3069.688
7.873548,0.4283395,1,-25.37831,0,0,0.856679,42.04981,-1655.949,3069.76
7.857333,0.4125401,1,-21.8812,0,0,0.8250803,42.12097,-1656.043,3069.832
7.839078,0.3964336,1,-18.80426,0,0,0.7928672,42.19349,-1656.138,3069.906
7.84216,0.380446,1,-16.17708,0,0,0.760892,42.26543,-1656.231,3069.98
7.866889,0.3645483,1,-13.92788,0,0,0.7290965,42.33693,-1656.322,3070.054
7.872996,0.3487235,1,-11.99903,0,0,0.6974469,42.40804,-1656.412,3070.128
7.867573,0.332906,1,-10.33716,0,0,0.665812,42.47906,-1656.501,3070.202
7.840738,0.3170215,1,-8.898666,0,0,0.634043,42.55032,-1656.59,3070.277
7.805628,0.3011396,1,-7.659981,0,0,0.6022792,42.62151,-1656.678,3070.352
7.766005,0.2851327,1,-6.584848,0,0,0.5702655,42.69318,-1656.767,3070.427
7.72224,0.2694012,1,-5.663037,0,0,0.5388023,42.76457,-1656.855,3070.501
7.66618,0.2541279,1,-4.877063,0,0,0.5082559,42.83525,-1656.941,3070.575
7.611246,0.2399195,1,-4.185779,0,0,0.4798389,42.90733,-1657.029,3070.651
7.555947,0.2261363,1,-3.605911,0,0,0.4522725,42.97768,-1657.115,3070.724
7.499803,0.2131401,1,-3.105666,0,0,0.4262803,43.04803,-1657.2,3070.797
7.450499,0.2026577,1,-2.624193,0,0,0.4053154,43.12654,-1657.295,3070.879
7.382926,0.2,1,-2.290009,0,0,0.4,43.19093,-1657.373,3070.946
7.358306,0.2,1,-1.96745,0,0,0.4,43.26206,-1657.458,3071.02
7.318284,0.2,1,-1.68987,0,0,0.4,43.33321,-1657.543,3071.093
7.272527,0.2,1,-1.414825,0,0,0.4,43.41518,-1657.641,3071.178
7.194403,0.2,1,-1.249248,0,0,0.4,43.47401,-1657.711,3071.238
7.166979,0.2157331,1,-1.07592,1,0,0.4314034,43.5437,-1657.794,3071.311
7.203395,0.2321913,1,-0.9198902,1,0,0.464254,43.61644,-1657.882,3071.387
7.271716,0.2482798,1,-0.7896235,1,0,0.4963668,43.68737,-1657.969,3071.463
7.344983,0.2643031,1,-0.6783971,1,0,0.5283494,43.75784,-1658.055,3071.539
7.42304,0.2800644,1,-0.5845309,1,0,0.5598092,43.82698,-1658.142,3071.615
7.501529,0.2962593,1,-0.5015529,1,0,0.5921344,43.89783,-1658.231,3071.693
7.585943,0.3151,1,-0.4188632,1,0,0.6297404,43.98001,-1658.337,3071.787
7.740891,0.3281226,1,-0.3712352,1,0,0.6557338,44.0366,-1658.41,3071.852
7.804171,0.3440325,1,-0.3197472,1,0,0.68749,44.10557,-1658.502,3071.933
7.897974,0.3600986,1,-0.2750605,1,0,0.7195581,44.17498,-1658.596,3072.016
8.016182,0.3760758,1,-0.2369207,1,0,0.7514486,44.24376,-1658.69,3072.101
8.147967,0.3920899,1,-0.2040754,1,0,0.7834131,44.31245,-1658.787,3072.187
8.335807,0.4080634,1,-0.1759284,1,0,0.8152962,44.38071,-1658.884,3072.275
8.575654,0.4240852,1,-0.1516528,1,0,0.8472759,44.44893,-1658.984,3072.364
8.815667,0.4401181,1,-0.1307699,1,0,0.8792776,44.51691,-1659.085,3072.455
9.053365,0.4559963,1,-0.1129835,1,0,0.9109706,44.58399,-1659.187,3072.547
9.258681,0.4722241,1,-0.09732126,1,0,0.9433614,44.65228,-1659.293,3072.642
9.403379,0.4880747,1,-0.0841822,1,0,0.9749994,44.7187,-1659.398,3072.736
9.556099,0.5038873,1,-0.07287741,1,0,1,44.78469,-1659.505,3072.832
9.70989,0.5197899,1,-0.06306425,1,0,1,44.85078,-1659.614,3072.93
9.866911,0.5358577,1,-0.05451021,1,0,1,44.91727,-1659.726,3073.031
10.02882,0.5517994,1,-0.047197,1,0,1,44.98297,-1659.839,3073.133
10.19525,0.567631,1,-0.04092835,1,0,1,45.04792,-1659.953,3073.236
10.36552,0.5837581,1,-0.03540722,1,0,1,45.11382,-1660.071,3073.343
10.53257,0.5997984,1,-0.03067135,1,0,1,45.17908,-1660.19,3073.45
