Wheel Speed,RPM,Gear,Angle,Throttle,Braking,Clutch,Temp,X,Y
0,0.2,0,0,0,0,0.1,57.06239,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,57.14642,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,57.19659,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,57.25552,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,57.31589,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,57.37971,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,57.44083,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,57.50055,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,57.56171,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,57.62225,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,57.68243,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,57.74422,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,57.80384,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,57.86362,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,57.92345,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,57.98298,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,58.04239,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,58.10299,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,58.16245,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,58.22184,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,58.28092,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,58.34206,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,58.40137,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,58.46029,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,58.51924,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,58.57835,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,58.63708,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,58.69613,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,58.75645,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,58.81453,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,58.87295,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,58.93158,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,58.99891,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,59.05047,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,59.1084,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,59.16655,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,59.22562,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,59.28242,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,59.34053,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,59.39814,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,59.47,-1574.367,3091.53
0,0.2,0,0,0,0,0.1,59.51339,-1574.367,3091.53
0,0.2159312,0,0,1,0,0.1,59.57119,-1574.367,3091.53
0,0.2317624,1,0,1,0,0.1315992,59.62856,-1574.367,3091.529
0.01324087,0.2476837,1,0,1,0,0.1633782,59.6861,-1574.366,3091.528
0.08286837,0.2635087,1,0,1,0,0.194965,59.74318,-1574.365,3091.526
0.1317301,0.2793571,1,0,1,0,0.2265986,59.8002,-1574.364,3091.522
0.1867461,0.2952,1,0,1,0,0.2582212,59.85706,-1574.363,3091.518
0.2447285,0.3111066,1,0,1,0,0.2899708,59.91399,-1574.362,3091.513
0.3074465,0.326934,1,0,1,0,0.3215624,59.97048,-1574.361,3091.507
0.3778252,0.3429365,1,0,1,0,0.3535036,60.02742,-1574.36,3091.499
