Wheel Speed,RPM,Gear,Angle,Throttle,Braking,Clutch,Temp,X,Y
8.670888,0.5322,1,-0.1343925,0,0,1,53.05378,-1581.227,3057.002
8.645021,0.5308905,1,-0.1109117,0,0,1,53.12537,-1581.216,3057.178
8.6085,0.529047,1,-0.09770371,0,0,1,53.17408,-1581.209,3057.297
8.594499,0.5283121,1,-0.08565125,0,0,1,53.22449,-1581.202,3057.42
8.575678,0.5273129,1,-0.07362741,0,0,1,53.28178,-1581.193,3057.56
8.556213,0.5262554,1,-0.06353416,0,0,1,53.33765,-1581.185,3057.697
8.534404,0.5250501,1,-0.05485634,0,0,1,53.39325,-1581.177,3057.832
8.513516,0.5238739,1,-0.04733979,0,0,1,53.44896,-1581.169,3057.967
8.493015,0.5227013,1,-0.04075869,0,0,1,53.5054,-1581.16,3058.104
8.474589,0.5215223,1,-0.03507549,0,0,1,53.56194,-1581.152,3058.241
8.455669,0.520313,1,-0.0302805,0,0,1,53.6173,-1581.143,3058.375
8.436451,0.519094,1,-0.02611914,0,0,1,53.67288,-1581.135,3058.51
8.418073,0.5179332,1,-0.0225328,0,0,1,53.72834,-1581.127,3058.643
8.399419,0.516758,1,-0.01949751,0,0,1,53.78268,-1581.119,3058.774
8.380357,0.5155625,1,-0.01680472,0,0,1,53.83833,-1581.11,3058.908
8.361852,0.5144147,1,-0.01451357,0,0,1,53.89319,-1581.102,3059.04
8.345569,0.513343,1,-0.01247627,0,0,1,53.9496,-1581.094,3059.176
8.325793,0.5121315,1,-0.01065274,0,0,1,54.00826,-1581.085,3059.316
8.296464,0.5103357,1,-0.009053063,0,0,1,54.06845,-1581.076,3059.46
8.275164,0.509022,1,-0.007817242,0,0,1,54.12308,-1581.068,3059.591
8.263892,0.5082751,1,-0.006616739,0,0,1,54.18447,-1581.058,3059.738
8.235711,0.5064532,1,-0.005684706,0,0,1,54.24069,-1581.05,3059.872
8.223985,0.505797,1,-0.004829383,0,0,1,54.30067,-1581.041,3060.014
8.19136,0.5039205,1,-0.004103818,0,0,1,54.36048,-1581.032,3060.156
8.172153,0.5028397,1,-0.003495039,0,0,1,54.41945,-1581.023,3060.296
8.149658,0.501521,1,-0.002969593,0,0,1,54.47913,-1581.015,3060.438
8.128222,0.5002379,1,-5.274149,1,0,1,54.54006,-1581.005,3060.584
8.394983,0.5180576,1,-9.720447,1,0,1,54.60066,-1580.993,3060.734
8.667451,0.5311213,1,-13.55329,1,0,1,54.66223,-1580.979,3060.89
8.938508,0.5419191,1,-16.76128,1,0,1,54.72315,-1580.964,3061.048
9.212431,0.5517236,1,-19.49352,1,0,1,54.7844,-1580.946,3061.21
9.485032,0.5612268,1,-21.78214,1,0,1,54.84505,-1580.926,3061.374
9.731679,0.5704859,1,-23.69464,1,0,1,54.90488,-1580.904,3061.539
9.941125,0.5795557,1,-25.25102,1,0,1,54.96222,-1580.882,3061.7
10.14137,0.5883566,1,-26.57237,1,0,1,55.01917,-1580.858,3061.862
10.3344,0.5969991,1,-27.74043,1,0,1,55.07801,-1580.83,3062.033
10.52894,0.6057956,1,-28.73642,1,0,1,55.13699,-1580.801,3062.208
10.72504,0.6148218,1,-29.55561,1,0,1,55.19407,-1580.77,3062.379
10.91623,0.6237434,1,-30.27726,1,0,1,55.25292,-1580.735,3062.559
11.10666,0.6327199,1,-30.90869,1,0,1,55.31352,-1580.697,3062.747
11.30139,0.6420154,1,-31.40382,1,0,1,55.36977,-1580.659,3062.924
11.48954,0.6511063,1,-26.44677,1,0,1,55.43045,-1580.615,3063.118
11.68677,0.6647501,1,-22.15167,1,0,1,55.49275,-1580.567,3063.322
11.91299,0.6786299,1,-18.86517,1,0,1,55.54952,-1580.519,3063.51
12.14085,0.6917571,1,-15.9892,1,0,1,55.60772,-1580.468,3063.708
12.36032,0.7044285,1,-13.68619,1,0,1,55.66257,-1580.417,3063.898
12.5657,0.7164615,1,-11.48896,1,0,1,55.72356,-1580.358,3064.114
12.7721,0.7284468,1,-9.751922,1,0,1,55.78085,-1580.301,3064.321
12.97204,0.7402792,1,-8.381842,1,0,1,55.83397,-1580.246,3064.517
13.16085,0.7517738,1,-7.075609,1,0,1,55.89276,-1580.183,3064.738
13.33295,0.7622101,1,-6.010264,1,0,1,55.94943,-1580.121,3064.955
13.50854,0.7731993,1,-5.084657,1,0,1,56.00726,-1580.055,3065.181
13.68128,0.7843085,1,-4.329348,1,0,1,56.06291,-1579.991,3065.402
13.84662,0.7952576,1,-3.656806,1,0,1,56.12098,-1579.921,3065.638
14.01515,0.8073291,1,-3.139354,1,0,1,56.17374,-1579.856,3065.855
14.17989,0.8190607,1,-2.688351,1,0,1,56.22719,-1579.789,3066.08
14.34423,0.8308616,1,-2.295949,1,0,1,56.28138,-1579.719,3066.312
14.51927,0.8431639,1,-1.951613,1,0,1,56.33692,-1579.645,3066.553
14.80253,0.8579845,1,-1.663985,1,0,1,56.39137,-1579.571,3066.794
15.08547,0.8728729,1,-1.419888,1,0,1,56.44543,-1579.495,3067.039
15.37255,0.8536956,1,-1.209294,0,0,0.1,56.49996,-1579.416,3067.286
15.09286,0.835012,2,-1.034424,0,0,0.1372926,56.55304,-1579.337,3067.525
14.78523,0.8144623,2,-0.8697931,0,0,0.17831,56.61139,-1579.248,3067.787
14.51172,0.7961918,2,-0.7466319,0,0,0.2147782,56.66321,-1579.166,3068.018
14.18494,0.7743629,2,-0.6202458,0,0,0.2583488,56.72507,-1579.066,3068.292
13.94846,0.7585661,2,-0.5442163,0,0,0.2898792,56.76979,-1578.993,3068.49
13.67695,0.7404295,2,-0.4675905,0,0,0.32608,56.82109,-1578.907,3068.716
13.37462,0.7202334,2,-0.3942401,0,0,0.3663916,56.87816,-1578.81,3068.966
13.28738,0.7041363,2,-0.3449207,0,0,0.3985216,56.9236,-1578.731,3069.164
13.28126,0.6850329,2,-0.2936899,0,0,0.436652,56.97747,-1578.637,3069.399
13.26284,0.6634817,2,-0.2444535,0,0,0.4796684,57.03819,-1578.53,3069.662
13.24615,0.6448672,2,4.760606,0,0,0.5168232,57.09057,-1578.438,3069.889
13.23997,0.6273413,2,8.792448,0,0,0.551805,57.13985,-1578.351,3070.103
13.23683,0.605555,2,13.12302,0,0,0.5952906,57.20107,-1578.246,3070.367
13.24834,0.6214013,2,15.74061,1,0,0.62692,57.24556,-1578.17,3070.562
13.50763,0.6387222,2,18.24218,1,0,0.6614926,57.29399,-1578.088,3070.777
