Wheel Speed,RPM,Gear,Angle,Throttle,Braking,Clutch,Temp,X,Y
0,0.2,1,-2.024737E-36,0,0,0.1,93.34105,-1584.033,2995.031
0,0.2,1,-2.024737E-36,0,0,0.1,93.35365,-1584.033,2995.031
0,0.2,1,-2.024737E-36,0,0,0.1,93.36648,-1584.033,2995.031
0,0.2,1,-2.024737E-36,0,0,0.1,93.37908,-1584.033,2995.031
0,0.2,1,-2.024737E-36,0,0,0.1,93.39159,-1584.033,2995.031
0,0.2,1,-2.024737E-36,0,0,0.1,93.40421,-1584.033,2995.031
0,0.2,1,-2.024737E-36,0,0,0.1,93.41673,-1584.033,2995.031
0,0.2,1,-2.024737E-36,0,0,0.1,93.42924,-1584.033,2995.031
0,0.2,1,-2.024737E-36,0,0,0.1,93.44172,-1584.033,2995.031
0,0.2,1,-2.024737E-36,0,0,0.1,93.45409,-1584.033,2995.031
0,0.2,1,-2.024737E-36,0,0,0.1,93.46673,-1584.033,2995.031
0,0.2,1,-2.024737E-36,0,0,0.1,93.47919,-1584.033,2995.031
0,0.2,1,-2.024737E-36,0,0,0.1,93.49139,-1584.033,2995.031
0,0.2,1,-2.024737E-36,0,0,0.1,93.50372,-1584.033,2995.031
0,0.2,1,-2.024737E-36,0,0,0.1,93.51601,-1584.033,2995.031
0,0.2,1,-2.024737E-36,0,0,0.1,93.52831,-1584.033,2995.031
0,0.2,1,-2.024737E-36,0,0,0.1,93.54059,-1584.033,2995.031
0,0.2,1,-2.024737E-36,0,0,0.1,93.55283,-1584.033,2995.031
0,0.2,1,-2.024737E-36,0,0,0.1,93.56505,-1584.033,2995.031
0,0.2,1,-2.024737E-36,0,0,0.1,93.57732,-1584.033,2995.031
0,0.2,1,-2.024737E-36,0,0,0.1,93.5896,-1584.033,2995.031
0,0.2,1,-2.024737E-36,0,0,0.1,93.6018,-1584.033,2995.031
0,0.2,1,-2.024737E-36,0,0,0.1,93.61393,-1584.033,2995.031
0,0.2,1,-2.024737E-36,0,0,0.1,93.6264,-1584.033,2995.031
0,0.2,1,-2.024737E-36,0,0,0.1,93.63869,-1584.033,2995.031
0,0.2,1,-2.024737E-36,0,0,0.1,93.65076,-1584.033,2995.031
0,0.2,1,-2.024737E-36,0,0,0.1,93.66286,-1584.033,2995.031
